0.001000	-0.000515	0.100000	-0.514999	0.099985
0.002000	-0.001030	0.099999	-0.514994	0.099969
0.003000	-0.001544	0.099998	-0.514987	0.099953
0.004000	-0.002059	0.099996	-0.514978	0.099936
0.005000	-0.002573	0.099994	-0.514965	0.099919
0.006000	-0.003087	0.099991	-0.514950	0.099902
0.007000	-0.003601	0.099987	-0.514931	0.099884
0.008000	-0.004115	0.099984	-0.514910	0.099865
0.009000	-0.004628	0.099979	-0.514886	0.099846
0.010000	-0.005142	0.099974	-0.514860	0.099827
0.011000	-0.005655	0.099969	-0.514830	0.099807
0.012000	-0.006168	0.099963	-0.514798	0.099787
0.013000	-0.006681	0.099957	-0.514763	0.099766
0.014000	-0.007194	0.099950	-0.514725	0.099745
0.015000	-0.007706	0.099942	-0.514685	0.099723
0.016000	-0.008218	0.099934	-0.514641	0.099701
0.017000	-0.008730	0.099926	-0.514595	0.099678
0.018000	-0.009242	0.099917	-0.514546	0.099655
0.019000	-0.009754	0.099907	-0.514494	0.099632
0.020000	-0.010265	0.099897	-0.514440	0.099608
0.021000	-0.010777	0.099887	-0.514383	0.099584
0.022000	-0.011288	0.099876	-0.514322	0.099559
0.023000	-0.011799	0.099864	-0.514260	0.099533
0.024000	-0.012309	0.099852	-0.514194	0.099508
0.025000	-0.012820	0.099840	-0.514125	0.099481
0.026000	-0.013330	0.099826	-0.514054	0.099455
0.027000	-0.013840	0.099813	-0.513980	0.099427
0.028000	-0.014349	0.099799	-0.513903	0.099400
0.029000	-0.014859	0.099784	-0.513824	0.099372
0.030000	-0.015368	0.099769	-0.513741	0.099343
0.031000	-0.015877	0.099753	-0.513656	0.099314
0.032000	-0.016386	0.099737	-0.513569	0.099285
0.033000	-0.016894	0.099721	-0.513478	0.099255
0.034000	-0.017403	0.099703	-0.513384	0.099225
0.035000	-0.017911	0.099686	-0.513288	0.099194
0.036000	-0.018419	0.099668	-0.513189	0.099163
0.037000	-0.018926	0.099649	-0.513088	0.099131
0.038000	-0.019433	0.099630	-0.512983	0.099099
0.039000	-0.019940	0.099610	-0.512876	0.099066
0.040000	-0.020447	0.099590	-0.512766	0.099033
0.041000	-0.020954	0.099569	-0.512653	0.099000
0.042000	-0.021460	0.099548	-0.512538	0.098966
0.043000	-0.021966	0.099526	-0.512419	0.098931
0.044000	-0.022472	0.099504	-0.512298	0.098896
0.045000	-0.022977	0.099481	-0.512175	0.098861
0.046000	-0.023482	0.099458	-0.512048	0.098825
0.047000	-0.023987	0.099434	-0.511919	0.098789
0.048000	-0.024492	0.099410	-0.511787	0.098752
0.049000	-0.024996	0.099385	-0.511652	0.098715
0.050000	-0.025500	0.099360	-0.511515	0.098678
0.051000	-0.026004	0.099334	-0.511375	0.098640
0.052000	-0.026507	0.099308	-0.511232	0.098601
0.053000	-0.027010	0.099281	-0.511086	0.098562
0.054000	-0.027513	0.099254	-0.510938	0.098523
0.055000	-0.028016	0.099226	-0.510787	0.098483
0.056000	-0.028518	0.099198	-0.510633	0.098443
0.057000	-0.029020	0.099169	-0.510476	0.098402
0.058000	-0.029521	0.099140	-0.510317	0.098361
0.059000	-0.030023	0.099110	-0.510155	0.098320
0.060000	-0.030524	0.099080	-0.509990	0.098277
0.061000	-0.031024	0.099049	-0.509823	0.098235
0.062000	-0.031525	0.099018	-0.509652	0.098192
0.063000	-0.032025	0.098986	-0.509479	0.098149
0.064000	-0.032524	0.098954	-0.509304	0.098105
0.065000	-0.033024	0.098921	-0.509126	0.098061
0.066000	-0.033523	0.098888	-0.508945	0.098016
0.067000	-0.034021	0.098854	-0.508761	0.097971
0.068000	-0.034520	0.098820	-0.508574	0.097925
0.069000	-0.035018	0.098785	-0.508385	0.097879
0.070000	-0.035516	0.098750	-0.508194	0.097833
0.071000	-0.036013	0.098714	-0.507999	0.097786
0.072000	-0.036510	0.098678	-0.507802	0.097738
0.073000	-0.037007	0.098641	-0.507602	0.097691
0.074000	-0.037503	0.098604	-0.507399	0.097642
0.075000	-0.037999	0.098566	-0.507194	0.097594
0.076000	-0.038495	0.098528	-0.506986	0.097545
0.077000	-0.038990	0.098489	-0.506775	0.097495
0.078000	-0.039485	0.098450	-0.506562	0.097445
0.079000	-0.039979	0.098410	-0.506346	0.097395
0.080000	-0.040473	0.098370	-0.506128	0.097344
0.081000	-0.040967	0.098329	-0.505906	0.097292
0.082000	-0.041461	0.098288	-0.505682	0.097241
0.083000	-0.041954	0.098246	-0.505456	0.097188
0.084000	-0.042446	0.098204	-0.505226	0.097136
0.085000	-0.042939	0.098161	-0.504994	0.097083
0.086000	-0.043431	0.098118	-0.504760	0.097029
0.087000	-0.043922	0.098074	-0.504522	0.096975
0.088000	-0.044413	0.098030	-0.504282	0.096921
0.089000	-0.044904	0.097986	-0.504040	0.096866
0.090000	-0.045394	0.097940	-0.503795	0.096811
